NM,length,ratio
132,2100,0.0628571428571429
17,661,0.0257186081694402
266,3421,0.0777550423852675
675,10559,0.0639265081920636
13,475,0.0273684210526316
2856,29186,0.0978551360241212
144,2221,0.064835659612787
174,3327,0.0522993688007214
336,4087,0.0822118913628578
839,61289,0.0136892427678703
210,11055,0.0189959294436906
433,23015,0.0188138170758201
69,943,0.0731707317073171
125,14846,0.00841977637073959
584,6117,0.0954716364230832
518,7054,0.073433512900482
514,7063,0.0727736089480391
367,6175,0.0594331983805668
359,6173,0.0581564879313138
368,6032,0.0610079575596817
457,7013,0.0651646941394553
455,4860,0.0936213991769547
242,3750,0.0645333333333333
335,6005,0.0557868442964197
464,6681,0.0694506810357731
387,6647,0.0582217541748157
439,6565,0.0668697638994669
370,6395,0.0578577013291634
263,5761,0.0456517965630967
397,6394,0.0620894588676885
395,6396,0.0617573483427142
392,6388,0.0613650594865373
205,4502,0.045535317636606
410,6297,0.0651103700174686
201,4832,0.0415976821192053
100,1985,0.0503778337531486
46,1550,0.0296774193548387
140,3846,0.0364014560582423
141,4335,0.0325259515570934
59,1480,0.0398648648648649
17,1783,0.00953449242849131
172,3925,0.0438216560509554
30,1391,0.0215672178289001
20,1745,0.0114613180515759
431,3603,0.11962253677491
176,3418,0.0514921006436513
245,2167,0.113059529303184
93,2417,0.0384774513860157
18,824,0.0218446601941748
197,1955,0.10076726342711
81,2249,0.036016007114273
112,2666,0.0420105026256564
298,5619,0.0530343477487097
436,6520,0.0668711656441718
352,6108,0.0576293385723641
305,6128,0.0497715404699739
935,9925,0.0942065491183879
699,6390,0.109389671361502
311,5836,0.0532899246058945
696,9911,0.0702250025224498
457,4963,0.0920814023775942
323,4176,0.0773467432950192
314,4433,0.0708323934130386
708,8047,0.0879830992916615
530,7532,0.0703664365374403
348,5392,0.064540059347181
371,7261,0.0510948905109489
319,6509,0.0490090643724074
3,142,0.0211267605633803
1246,13411,0.0929088062038625
429,7402,0.0579573088354499
542,7035,0.077043354655295
434,6278,0.0691302962726983
132,2650,0.049811320754717
1068,11237,0.0950431609860283
565,6600,0.0856060606060606
565,7423,0.0761147783914859
809,9091,0.0889891101088989
273,6747,0.0404624277456647
542,8839,0.0613191537504243
299,8968,0.0333407671721677
1395,11139,0.125235658497172
613,8821,0.0694932547330235
256,6755,0.0378978534418949
215,6236,0.0344772289929442
1412,11085,0.127379341452413
561,8832,0.0635190217391304
785,9038,0.0868554990042045
503,8615,0.0583865351131747
321,6433,0.0498989584952588
327,8089,0.0404252688836692
304,8492,0.035798398492699
240,6837,0.0351031154014919
605,8854,0.0683306979896092
605,8861,0.0682767182033631
322,8547,0.0376740376740377
425,5364,0.0792319164802386
322,8565,0.037594862813777
290,9040,0.0320796460176991
336,8992,0.0373665480427046
580,8449,0.0686471771807315
357,8532,0.0418424753867792
